コード,略称,名称,名称,カタカナ,郵便番号,住所1,住所2,TEL,FAX,携帯,社員ID,社員氏名,アシスタントID,アシスタント氏名,適格事業者登録番号,免税事業者,事業所ID,事業所名,部署コード,部署名,得意先,一般仕入,外注仕入,得意先締日,支払サイクル,支払日,回収区分,基準金額,以上回収条件,以上手形サイト,以上回収方法,未満回収条件,未満手形サイト,未満回収方法,諸口売り,消費税算出区分,インボイス,消費税端数処理,金額端数処理,送り状単価印字,与信限度額,月間取引限度額,請求書発行優先,納品書発行優先,納品書書式,受注用FAX番号,ミルシート送付方法,相殺仕入先,請求書送付先,納品書送付先,領収書送付先,与信額登録先,ミルシート送付先,比重区分,重量計算区分,納品区分,納品号車,代表者氏名,代表者住所,業種1,業種2,業種3,取扱品目,創立年月日,資本金,従業員数,平均月商,粗利益率,決算売上額,納品締切日,取引銀行1,取引銀行2,取引銀行3,主要仕入先1,主要仕入先2,主要仕入先3,主要販売先1,主要販売先2,主要販売先3,仕入先締め日,支払サイクル2,支払日,基準金額,以上支払条件,以上手形サイト,未満支払条件,未満支払条件,附帯条件,消費税算出区分,消費税端数処理,金額端数処理,発注書FAX処理,発注書FAX送信番号,発注書担当者名,仕入納品区分,仕入号車,納品先,受注不可,使用不可,発注書形式,緯度,経度,登録日
208012,㈲繁春鉄工所,㈲繁春鉄工所,,ｼｹﾞﾊﾙﾃｯｺｳｼｮ,,高知県南国市大　乙１２２１－３,,,,,0,,0,*,,,,,0,,,,,31,当月,31,一律条件,\0,,,,,,,あり,明細,,四捨五入,四捨五入,印字する,,,発行:郵送,通常,納品書,,,,,,,,,JIS,通常,0,,,,,,,,,,,,,,,,,,,,,,,,31,当月,31,,,,,0,,明細,四捨五入,四捨五入,自動送信しない,,,0,,,0,0,,33.564914,133.647661,05/01/01
208013,ツタハラ鋼業　　　　,ツタハラ鋼業,,ﾂﾀﾊﾗｺｳｷﾞｮｳ,,大阪府東大阪市衣摺６－１－３４　　　,,,,,0,,0,*,,,,,0,,,,,31,当月,31,一律条件,\0,,,,,,,あり,明細,,四捨五入,四捨五入,印字する,,,発行:郵送,通常,納品書,,,,,,,,,JIS,通常,0,,,,,,,,,,,,,,,,,,,,,,,,31,当月,31,,,,,0,,明細,四捨五入,四捨五入,自動送信しない,,,0,,,0,0,,34.641323,135.567764,05/01/01
208014,松下電子工業㈱　　　,松下電子工業㈱,,ﾏﾂｼﾀﾃﾞﾝｼｺｳｷﾞｮｳ,,京都府京都市南区西九条春日町１９　　,,,,,0,,0,*,,,,,0,,,,,31,当月,31,一律条件,\0,,,,,,,あり,明細,,四捨五入,四捨五入,印字する,,,発行:郵送,通常,納品書,,,,,,,,,JIS,通常,0,,,,,,,,,,,,,,,,,,,,,,,,31,当月,31,,,,,0,,明細,四捨五入,四捨五入,自動送信しない,,,0,,,0,0,,34.980808,135.754578,05/01/01
208020,ア－ト金剛　　　　　,ア－ト金剛,,ｱ-ﾄｺﾝｺﾞｳ,,大阪府門真市桑才新町５－３　　　　　,,,,,0,,0,*,,,,,0,,,,,31,当月,31,一律条件,\0,,,,,,,あり,明細,,四捨五入,四捨五入,印字する,,,発行:郵送,通常,納品書,,,,,,,,,JIS,通常,0,,,,,,,,,,,,,,,,,,,,,,,,31,当月,31,,,,,0,,明細,四捨五入,四捨五入,自動送信しない,,,0,,,0,0,,34.726772,135.585663,05/01/01
208021,稲葉工業　　　　　　,稲葉工業,,ｲﾅﾊﾞｺｳｷﾞｮｳ,,大阪府大東市御領３－７３－２　　　　,,,,,0,,0,*,,,,,0,,,,,31,当月,31,一律条件,\0,,,,,,,あり,明細,,四捨五入,四捨五入,印字する,,,発行:郵送,通常,納品書,,,,,,,,,JIS,通常,0,,,,,,,,,,,,,,,,,,,,,,,,31,当月,31,,,,,0,,明細,四捨五入,四捨五入,自動送信しない,,,0,,,0,0,,34.719093,135.614105,05/01/01
208022,磯野工務店　　　　　,磯野工務店,,ｲｿﾉｺｳﾑﾃﾝ,,大阪府大阪市東淀川区相川２－５－２３,,,,,0,,0,*,,,,,0,,,,,31,当月,31,一律条件,\0,,,,,,,あり,明細,,四捨五入,四捨五入,印字する,,,発行:郵送,通常,納品書,,,,,,,,,JIS,通常,0,,,,,,,,,,,,,,,,,,,,,,,,31,当月,31,,,,,0,,明細,四捨五入,四捨五入,自動送信しない,,,0,,,0,0,,34.756968,135.533836,05/01/01
208023,㈱カドコ－　　　　　,㈱カドコ－,,ｶﾄﾞｺ-,,大阪府門真市新橋町２１－３　　　　　,,,,,0,,0,*,,,,,0,,,,,31,当月,31,一律条件,\0,,,,,,,あり,明細,,四捨五入,四捨五入,印字する,,,発行:郵送,通常,納品書,,,,,,,,,JIS,通常,0,,,,,,,,,,,,,,,,,,,,,,,,31,当月,31,,,,,0,,明細,四捨五入,四捨五入,自動送信しない,,,0,,,0,0,,34.735386,135.585419,05/01/01
208024,クボタサッシ　　　　,クボタサッシ,,ｸﾎﾞﾀｻｯｼ,,大阪府門真市大字岸和田６４４　　　　,,,,,0,,0,*,,,,,0,,,,,31,当月,31,一律条件,\0,,,,,,,あり,明細,,四捨五入,四捨五入,印字する,,,発行:郵送,通常,納品書,,,,,,,,,JIS,通常,0,,,,,,,,,,,,,,,,,,,,,,,,31,当月,31,,,,,0,,明細,四捨五入,四捨五入,自動送信しない,,,0,,,0,0,,34.722939,135.622665,05/01/01
208025,郷総業　　　　　　　,郷総業,,ｺﾞｳｿｳｷﾞｮｳ,,大阪府枚方市田口１－３１－１３　　　,,,,,0,,0,*,,,,,0,,,,,31,当月,31,一律条件,\0,,,,,,,あり,明細,,四捨五入,四捨五入,印字する,,,発行:郵送,通常,納品書,,,,,,,,,JIS,通常,0,,,,,,,,,,,,,,,,,,,,,,,,31,当月,31,,,,,0,,明細,四捨五入,四捨五入,自動送信しない,,,0,,,0,0,,34.826187,135.6745,05/01/01
208027,㈱相和鉄建　　　　　,㈱相和鉄建,,ｿｳﾜﾃｯｹﾝ,,大阪府交野市星田北１－１４－１　　　,,,,,0,,0,*,,,,,0,,,,,31,当月,31,一律条件,\0,,,,,,,あり,明細,,四捨五入,四捨五入,印字する,,,発行:郵送,通常,納品書,,,,,,,,,JIS,通常,0,,,,,,,,,,,,,,,,,,,,,,,,31,当月,31,,,,,0,,明細,四捨五入,四捨五入,自動送信しない,,,0,,,0,0,,34.77824,135.674301,05/01/01
208028,サトイ金属　　　　　,サトイ金属,,ｻﾄｲｷﾝｿﾞｸ,,大阪府大阪市大正区鶴町１－２－５　　,,,,,0,,0,*,,,,,0,,,,,31,当月,31,一律条件,\0,,,,,,,あり,明細,,四捨五入,四捨五入,印字する,,,発行:郵送,通常,納品書,,,,,,,,,JIS,通常,0,,,,,,,,,,,,,,,,,,,,,,,,31,当月,31,,,,,0,,明細,四捨五入,四捨五入,自動送信しない,,,0,,,0,0,,34.635483,135.46051,05/01/01
208029,先浜製作所（大東）　,先浜製作所（大東）,,ｻｷﾊﾏｾｲｻｸｼｮ(ﾀﾞｲﾄｳ),,大阪府大東市御領１－１－１　　　　　,,,,,0,,0,*,,,,,0,,,,,31,当月,31,一律条件,\0,,,,,,,あり,明細,,四捨五入,四捨五入,印字する,,,発行:郵送,通常,納品書,,,,,,,,,JIS,通常,0,,,,,,,,,,,,,,,,,,,,,,,,31,当月,31,,,,,0,,明細,四捨五入,四捨五入,自動送信しない,,,0,,,0,0,,34.716595,135.614792,05/01/01
208030,㈱サンコ－　　　　　,㈱サンコ－,,ｻﾝｺ-,,大阪府大東市諸福４－５－１　　　　　,,,,,0,,0,*,,,,,0,,,,,31,当月,31,一律条件,\0,,,,,,,あり,明細,,四捨五入,四捨五入,印字する,,,発行:郵送,通常,納品書,,,,,,,,,JIS,通常,0,,,,,,,,,,,,,,,,,,,,,,,,31,当月,31,,,,,0,,明細,四捨五入,四捨五入,自動送信しない,,,0,,,0,0,,34.706165,135.599045,05/01/01
208031,高橋鈑金　　　　　　,高橋鈑金,,ﾀｶﾊｼﾍﾝｶﾈ,,大阪府門真市桑才新町３０－２１　　　,,,,,0,,0,*,,,,,0,,,,,31,当月,31,一律条件,\0,,,,,,,あり,明細,,四捨五入,四捨五入,印字する,,,発行:郵送,通常,納品書,,,,,,,,,JIS,通常,0,,,,,,,,,,,,,,,,,,,,,,,,31,当月,31,,,,,0,,明細,四捨五入,四捨五入,自動送信しない,,,0,,,0,0,,34.725861,135.587418,05/01/01
208032,常盤鉄工　　　　　　,常盤鉄工,,ﾄｷﾜﾃｯｺｳ,,大阪府大東市御領３－６－１７　　　　,,,,,0,,0,*,,,,,0,,,,,31,当月,31,一律条件,\0,,,,,,,あり,明細,,四捨五入,四捨五入,印字する,,,発行:郵送,通常,納品書,,,,,,,,,JIS,通常,0,,,,,,,,,,,,,,,,,,,,,,,,31,当月,31,,,,,0,,明細,四捨五入,四捨五入,自動送信しない,,,0,,,0,0,,34.716644,135.610519,05/01/01
208033,福葉工業　　　　　　,福葉工業,,ﾌｸﾊｺｳｷﾞｮｳ,,大阪府大東市御領３－７３－２　　　　,,,,,0,,0,*,,,,,0,,,,,31,当月,31,一律条件,\0,,,,,,,あり,明細,,四捨五入,四捨五入,印字する,,,発行:郵送,通常,納品書,,,,,,,,,JIS,通常,0,,,,,,,,,,,,,,,,,,,,,,,,31,当月,31,,,,,0,,明細,四捨五入,四捨五入,自動送信しない,,,0,,,0,0,,34.719093,135.614105,05/01/01
208034,中村鋼建　　　　　　,中村鋼建,,ﾅｶﾑﾗｺｳﾀﾞﾃ,,大阪府守口市菊水道３－２５　　　　　,,,,,0,,0,*,,,,,0,,,,,31,当月,31,一律条件,\0,,,,,,,あり,明細,,四捨五入,四捨五入,印字する,,,発行:郵送,通常,納品書,,,,,,,,,JIS,通常,0,,,,,,,,,,,,,,,,,,,,,,,,31,当月,31,,,,,0,,明細,四捨五入,四捨五入,自動送信しない,,,0,,,0,0,,34.732967,135.577133,05/01/01
208035,ニシキ鉄鋼　　　　　,ニシキ鉄鋼,,ﾆｼｷﾃｯｺｳ,,大阪府守口市寺方錦通４－１３　　　　,,,,,0,,0,*,,,,,0,,,,,31,当月,31,一律条件,\0,,,,,,,あり,明細,,四捨五入,四捨五入,印字する,,,発行:郵送,通常,納品書,,,,,,,,,JIS,通常,0,,,,,,,,,,,,,,,,,,,,,,,,31,当月,31,,,,,0,,明細,四捨五入,四捨五入,自動送信しない,,,0,,,0,0,,34.722519,135.580963,05/01/01
208036,本荘工業　　　　　　,本荘工業,,ﾎﾝｼﾞｮｳｺｳｷﾞｮｳ,,大阪府寝屋川市点野５－３２－１　　　,,,,,0,,0,*,,,,,0,,,,,31,当月,31,一律条件,\0,,,,,,,あり,明細,,四捨五入,四捨五入,印字する,,,発行:郵送,通常,納品書,,,,,,,,,JIS,通常,0,,,,,,,,,,,,,,,,,,,,,,,,31,当月,31,,,,,0,,明細,四捨五入,四捨五入,自動送信しない,,,0,,,0,0,,34.773769,135.59993,05/01/01
208037,㈱三井工業所　　　　,㈱三井工業所,,ﾐﾂｲｺｳｷﾞｮｳｼﾞｮ,,大阪府松原市別所町１５７－１　　　　,,,,,0,,0,*,,,,,0,,,,,31,当月,31,一律条件,\0,,,,,,,あり,明細,,四捨五入,四捨五入,印字する,,,発行:郵送,通常,納品書,,,,,,,,,JIS,通常,0,,,,,,,,,,,,,,,,,,,,,,,,31,当月,31,,,,,0,,明細,四捨五入,四捨五入,自動送信しない,,,0,,,0,0,,34.589542,135.563019,05/01/01
208038,宮田溶接所　　　　　,宮田溶接所,,ﾐﾔﾀﾖｳｾﾂｼﾞｮ,,大阪府枚方市尊延寺４－２９－１　　　,,,,,0,,0,*,,,,,0,,,,,31,当月,31,一律条件,\0,,,,,,,あり,明細,,四捨五入,四捨五入,印字する,,,発行:郵送,通常,納品書,,,,,,,,,JIS,通常,0,,,,,,,,,,,,,,,,,,,,,,,,31,当月,31,,,,,0,,明細,四捨五入,四捨五入,自動送信しない,,,0,,,0,0,,34.806877,135.732483,05/01/01
208039,吉川製作所　　　　　,吉川製作所,,ﾖｼｶﾜｾｲｻｸｼｮ,,大阪府門真市桑才新町２４－４　　　　,,,,,0,,0,*,,,,,0,,,,,31,当月,31,一律条件,\0,,,,,,,あり,明細,,四捨五入,四捨五入,印字する,,,発行:郵送,通常,納品書,,,,,,,,,JIS,通常,0,,,,,,,,,,,,,,,,,,,,,,,,31,当月,31,,,,,0,,明細,四捨五入,四捨五入,自動送信しない,,,0,,,0,0,,34.724777,135.58786,05/01/01
208040,㈱渡部鉄工所　　　　,㈱渡部鉄工所,,ﾜﾀﾍﾞﾃｯｺｳｼｮ,,大阪府寝屋川市仁和寺本町６－１－１　,,,,,0,,0,*,,,,,0,,,,,31,当月,31,一律条件,\0,,,,,,,あり,明細,,四捨五入,四捨五入,印字する,,,発行:郵送,通常,納品書,,,,,,,,,JIS,通常,0,,,,,,,,,,,,,,,,,,,,,,,,31,当月,31,,,,,0,,明細,四捨五入,四捨五入,自動送信しない,,,0,,,0,0,,34.769447,135.593689,05/01/01
208041,東陽鉄工所　　　　　,東陽鉄工所,,ﾄｳﾖｳﾃｯｺｳｼｮ,,大阪府寝屋川市黒原橋町１４－２６　　,,,,,0,,0,*,,,,,0,,,,,31,当月,31,一律条件,\0,,,,,,,あり,明細,,四捨五入,四捨五入,印字する,,,発行:郵送,通常,納品書,,,,,,,,,JIS,通常,0,,,,,,,,,,,,,,,,,,,,,,,,31,当月,31,,,,,0,,明細,四捨五入,四捨五入,自動送信しない,,,0,,,0,0,,34.758197,135.601929,05/01/01
208042,伊藤工業所　　　　　,伊藤工業所,,ｲﾄｳｺｳｷﾞｮｳｼﾞｮ,,大阪府大東市　　　　　　　　　　　　,,,,,0,,0,*,,,,,0,,,,,31,当月,31,一律条件,\0,,,,,,,あり,明細,,四捨五入,四捨五入,印字する,,,発行:郵送,通常,納品書,,,,,,,,,JIS,通常,0,,,,,,,,,,,,,,,,,,,,,,,,31,当月,31,,,,,0,,明細,四捨五入,四捨五入,自動送信しない,,,0,,,0,0,,34.71228,135.623489,05/01/01
208043,西ノ上工業所　　　　,西ノ上工業所,,ﾆｼﾉｳｴｺｳｷﾞｮｳｼｮ,,兵庫県尼崎市戸ノ内６－１２－２０　　,,,,,0,,0,*,,,,,0,,,,,31,当月,31,一律条件,\0,,,,,,,あり,明細,,四捨五入,四捨五入,印字する,,,発行:郵送,通常,納品書,,,,,,,,,JIS,通常,0,,,,,,,,,,,,,,,,,,,,,,,,31,当月,31,,,,,0,,明細,四捨五入,四捨五入,自動送信しない,,,0,,,0,0,,34.742104,135.456177,05/01/01
208044,剣工業㈱　　　　　　,剣工業㈱,,ｹﾝｺｳｷﾞｮｳ,,大阪府寝屋川市石津元町１０－３０　　,,,,,0,,0,*,,,,,0,,,,,31,当月,31,一律条件,\0,,,,,,,あり,明細,,四捨五入,四捨五入,印字する,,,発行:郵送,通常,納品書,,,,,,,,,JIS,通常,0,,,,,,,,,,,,,,,,,,,,,,,,31,当月,31,,,,,0,,明細,四捨五入,四捨五入,自動送信しない,,,0,,,0,0,,34.776222,135.62085,05/01/01
208045,池田工業㈱　　　　　,池田工業㈱,,ｲｹﾀﾞｺｳｷﾞｮｳ,,大阪府門真市下島頭１５６　　　　　　,,,,,0,,0,*,,,,,0,,,,,31,当月,31,一律条件,\0,,,,,,,あり,明細,,四捨五入,四捨五入,印字する,,,発行:郵送,通常,納品書,,,,,,,,,JIS,通常,0,,,,,,,,,,,,,,,,,,,,,,,,31,当月,31,,,,,0,,明細,四捨五入,四捨五入,自動送信しない,,,0,,,0,0,,34.739883,135.611008,05/01/01
208050,石倉鉄工所　　　　　,石倉鉄工所,,ｲｼｸﾗﾃｯｺｳｼｮ,,京都府京都市下京区七条西石ケ坪町６０,,,,,0,,0,*,,,,,0,,,,,31,当月,31,一律条件,\0,,,,,,,あり,明細,,四捨五入,四捨五入,印字する,,,発行:郵送,通常,納品書,,,,,,,,,JIS,通常,0,,,,,,,,,,,,,,,,,,,,,,,,31,当月,31,,,,,0,,明細,四捨五入,四捨五入,自動送信しない,,,0,,,0,0,,34.991699,135.733255,05/01/01
208051,市原鉄工　　　　　　,市原鉄工,,ｲﾁﾊﾗﾃｯｺｳ,,京都府上京区出水通千本西入ル　,357,,,,0,,0,*,,,,,0,,,,,31,当月,31,一律条件,\0,,,,,,,あり,明細,,四捨五入,四捨五入,印字する,,,発行:郵送,通常,納品書,,,,,,,,,JIS,通常,0,,,,,,,,,,,,,,,,,,,,,,,,31,当月,31,,,,,0,,明細,四捨五入,四捨五入,自動送信しない,,,0,,,0,0,,,,05/01/01
208052,内田スタジオ　　　　,内田スタジオ,,ｳﾁﾀﾞｽﾀｼﾞｵ,,滋賀県大津市北上イ平　　　　　　　　,,,,,0,,0,*,,,,,0,,,,,31,当月,31,一律条件,\0,,,,,,,あり,明細,,四捨五入,四捨五入,印字する,,,発行:郵送,通常,納品書,,,,,,,,,JIS,通常,0,,,,,,,,,,,,,,,,,,,,,,,,31,当月,31,,,,,0,,明細,四捨五入,四捨五入,自動送信しない,,,0,,,0,0,,,,05/01/01
208053,㈱上村製作所　　　　,㈱上村製作所,,ｳｴﾑﾗｾｲｻｸｼｮ,,京都府八幡市川口擬宝珠９　　　　　　,,,,,0,,0,*,,,,,0,,,,,31,当月,31,一律条件,\0,,,,,,,あり,明細,,四捨五入,四捨五入,印字する,,,発行:郵送,通常,納品書,,,,,,,,,JIS,通常,0,,,,,,,,,,,,,,,,,,,,,,,,31,当月,31,,,,,0,,明細,四捨五入,四捨五入,自動送信しない,,,0,,,0,0,,34.876354,135.725525,05/01/01
208054,向陽鋼材　　　　　　,向陽鋼材,,ｺｳﾖｳｺｳｻﾞｲ,,京都府長岡京市井ノ門頭本３－８　　　,,,,,0,,0,*,,,,,0,,,,,31,当月,31,一律条件,\0,,,,,,,あり,明細,,四捨五入,四捨五入,印字する,,,発行:郵送,通常,納品書,,,,,,,,,JIS,通常,0,,,,,,,,,,,,,,,,,,,,,,,,31,当月,31,,,,,0,,明細,四捨五入,四捨五入,自動送信しない,,,0,,,0,0,,34.942295,135.685181,05/01/01
208055,高山製作所　　　　　,高山製作所,,ｺｳｻﾞﾝｾｲｻｸｼｮ,,京都府京都市右京区梅津中村町２９　　,,,,,0,,0,*,,,,,0,,,,,31,当月,31,一律条件,\0,,,,,,,あり,明細,,四捨五入,四捨五入,印字する,,,発行:郵送,通常,納品書,,,,,,,,,JIS,通常,0,,,,,,,,,,,,,,,,,,,,,,,,31,当月,31,,,,,0,,明細,四捨五入,四捨五入,自動送信しない,,,0,,,0,0,,35.000504,135.699112,05/01/01
208056,㈲竹内製作　　　　　,㈲竹内製作,,ﾀｹｳﾁｾｲｻｸ,,京都府京都市西京区牛ケ瀬奥ノ坊３　　,,,,,0,,0,*,,,,,0,,,,,31,当月,31,一律条件,\0,,,,,,,あり,明細,,四捨五入,四捨五入,印字する,,,発行:郵送,通常,納品書,,,,,,,,,JIS,通常,0,,,,,,,,,,,,,,,,,,,,,,,,31,当月,31,,,,,0,,明細,四捨五入,四捨五入,自動送信しない,,,0,,,0,0,,34.96473,135.666884,05/01/01
208057,竹村工業㈲　　　　　,竹村工業㈲,,ﾀｹﾑﾗｺｳｷﾞｮｳ,,滋賀県守山市伊勢町１６４　　　　　　,,,,,0,,0,*,,,,,0,,,,,31,当月,31,一律条件,\0,,,,,,,あり,明細,,四捨五入,四捨五入,印字する,,,発行:郵送,通常,納品書,,,,,,,,,JIS,通常,0,,,,,,,,,,,,,,,,,,,,,,,,31,当月,31,,,,,0,,明細,四捨五入,四捨五入,自動送信しない,,,0,,,0,0,,35.04261,135.988785,05/01/01
208058,西川鉄工㈱　　　　　,西川鉄工㈱,,ﾆｼｶﾜﾃｯｺｳ,,京都府京都市中京区西ノ京冷泉町１１１,,,,,0,,0,*,,,,,0,,,,,31,当月,31,一律条件,\0,,,,,,,あり,明細,,四捨五入,四捨五入,印字する,,,発行:郵送,通常,納品書,,,,,,,,,JIS,通常,0,,,,,,,,,,,,,,,,,,,,,,,,31,当月,31,,,,,0,,明細,四捨五入,四捨五入,自動送信しない,,,0,,,0,0,,35.015228,135.735779,05/01/01
208059,西田亀　　　　　　　,西田亀,,ﾆｼﾀﾞｶﾒ,,京都府京都市伏見区深草下川原町１８　,,,,,0,,0,*,,,,,0,,,,,31,当月,31,一律条件,\0,,,,,,,あり,明細,,四捨五入,四捨五入,印字する,,,発行:郵送,通常,納品書,,,,,,,,,JIS,通常,0,,,,,,,,,,,,,,,,,,,,,,,,31,当月,31,,,,,0,,明細,四捨五入,四捨五入,自動送信しない,,,0,,,0,0,,34.968815,135.763855,05/01/01
208060,薮鉄工所　　　　　　,薮鉄工所,,ﾔﾌﾞﾃｯｺｳｼｮ,,京都府京都市伏見区久我石原町８－１５,,,,,0,,0,*,,,,,0,,,,,31,当月,31,一律条件,\0,,,,,,,あり,明細,,四捨五入,四捨五入,印字する,,,発行:郵送,通常,納品書,,,,,,,,,JIS,通常,0,,,,,,,,,,,,,,,,,,,,,,,,31,当月,31,,,,,0,,明細,四捨五入,四捨五入,自動送信しない,,,0,,,0,0,,34.94875,135.726196,05/01/01
208061,山田鉄工所　　　　　,山田鉄工所,,ﾔﾏﾀﾞﾃｯｺｳｼｮ,,滋賀県草津市下笠町松原３１７－２　　,,,,,0,,0,*,,,,,0,,,,,31,当月,31,一律条件,\0,,,,,,,あり,明細,,四捨五入,四捨五入,印字する,,,発行:郵送,通常,納品書,,,,,,,,,JIS,通常,0,,,,,,,,,,,,,,,,,,,,,,,,31,当月,31,,,,,0,,明細,四捨五入,四捨五入,自動送信しない,,,0,,,0,0,,35.033291,135.937271,05/01/01
208062,山本鉄工所　　　　　,山本鉄工所,,ﾔﾏﾓﾄﾃｯｺｳｼｮ,,京都府京都市下京区西七条北衣田町１５,,,,,0,,0,*,,,,,0,,,,,31,当月,31,一律条件,\0,,,,,,,あり,明細,,四捨五入,四捨五入,印字する,,,発行:郵送,通常,納品書,,,,,,,,,JIS,通常,0,,,,,,,,,,,,,,,,,,,,,,,,31,当月,31,,,,,0,,明細,四捨五入,四捨五入,自動送信しない,,,0,,,0,0,,34.990063,135.731186,05/01/01
208063,吉田製作所　　　　　,吉田製作所,,ﾖｼﾀﾞｾｲｻｸｼｮ,,滋賀県草津市下笠町３２３－１　　　　,,,,,0,,0,*,,,,,0,,,,,31,当月,31,一律条件,\0,,,,,,,あり,明細,,四捨五入,四捨五入,印字する,,,発行:郵送,通常,納品書,,,,,,,,,JIS,通常,0,,,,,,,,,,,,,,,,,,,,,,,,31,当月,31,,,,,0,,明細,四捨五入,四捨五入,自動送信しない,,,0,,,0,0,,35.033978,135.938065,05/01/01
208064,㈱洛陽産業　　　　　,㈱洛陽産業,,ﾗｸﾖｳｻﾝｷﾞｮｳ,,京都府京都市南区上鳥羽中河原町48-1,,,,,0,,0,*,,,,,0,,,,,31,当月,31,一律条件,\0,,,,,,,あり,明細,,四捨五入,四捨五入,印字する,,,発行:郵送,通常,納品書,,,,,,,,,JIS,通常,0,,,,,,,,,,,,,,,,,,,,,,,,31,当月,31,,,,,0,,明細,四捨五入,四捨五入,自動送信しない,,,0,,,0,0,,34.958439,135.746201,05/01/01
208065,㈲浅間鉄工所　　　　,㈲浅間鉄工所,,ｾﾝｹﾞﾝﾃｯｺｳｼｮ,,京都府京都市下京区西七条比輪田町１７,,,,,0,,0,*,,,,,0,,,,,31,当月,31,一律条件,\0,,,,,,,あり,明細,,四捨五入,四捨五入,印字する,,,発行:郵送,通常,納品書,,,,,,,,,JIS,通常,0,,,,,,,,,,,,,,,,,,,,,,,,31,当月,31,,,,,0,,明細,四捨五入,四捨五入,自動送信しない,,,0,,,0,0,,34.991467,135.731186,05/01/01
208066,吉村鉄工所　　　　　,吉村鉄工所,,ﾖｼﾑﾗﾃｯｺｳｼｮ,,大阪府大阪市西淀川区御幣島3-1-24,,,,,0,,0,*,,,,,0,,,,,31,当月,31,一律条件,\0,,,,,,,あり,明細,,四捨五入,四捨五入,印字する,,,発行:郵送,通常,納品書,,,,,,,,,JIS,通常,0,,,,,,,,,,,,,,,,,,,,,,,,31,当月,31,,,,,0,,明細,四捨五入,四捨五入,自動送信しない,,,0,,,0,0,,34.715885,135.459305,05/01/01
208067,㈱羽賀　　　　　　　,㈱羽賀,,ﾊｶﾞ,,京都府京都市伏見区小栗栖小坂町４３　,,,,,0,,0,*,,,,,0,,,,,31,当月,31,一律条件,\0,,,,,,,あり,明細,,四捨五入,四捨五入,印字する,,,発行:郵送,通常,納品書,,,,,,,,,JIS,通常,0,,,,,,,,,,,,,,,,,,,,,,,,31,当月,31,,,,,0,,明細,四捨五入,四捨五入,自動送信しない,,,0,,,0,0,,34.945724,135.801331,05/01/01
208070,㈱旭製作所,㈱旭製作所,,ｱｻﾋｾｲｻｸｼｮ,,大阪府交野市星田北5-53-2,,,,,0,,0,*,,,,,0,,,,,31,当月,31,一律条件,\0,,,,,,,あり,明細,,四捨五入,四捨五入,印字する,,,発行:郵送,通常,納品書,,,,,,,,,JIS,通常,0,,,,,,,,,,,,,,,,,,,,,,,,31,当月,31,,,,,0,,明細,四捨五入,四捨五入,自動送信しない,,,0,,,0,0,,34.775318,135.667557,05/01/01
208071,山本鉄工㈱,山本鉄工㈱,,ﾔﾏﾓﾄﾃｯｺｳ,,大阪府寝屋川市仁和寺本町３－３－１９,,,,,0,,0,*,,,,,0,,,,,31,当月,31,一律条件,\0,,,,,,,あり,明細,,四捨五入,四捨五入,印字する,,,発行:郵送,通常,納品書,,,,,,,,,JIS,通常,0,,,,,,,,,,,,,,,,,,,,,,,,31,当月,31,,,,,0,,明細,四捨五入,四捨五入,自動送信しない,,,0,,,0,0,,34.767101,135.600449,05/01/01
208073,東洋製作所　　　　　,東洋製作所,,ﾄｳﾖｳｾｲｻｸｼﾞｮ,,京都府久世郡久御山町大字市田小字珠城181,,,,,0,,0,*,,,,,0,,,,,31,当月,31,一律条件,\0,,,,,,,あり,明細,,四捨五入,四捨五入,印字する,,,発行:郵送,通常,納品書,,,,,,,,,JIS,通常,0,,,,,,,,,,,,,,,,,,,,,,,,31,当月,31,,,,,0,,明細,四捨五入,四捨五入,自動送信しない,,,0,,,0,0,,34.886646,135.750946,05/01/01
208074,㈱山本精機,㈱山本精機,,ﾔﾏﾓﾄｾｲｷ,,徳島県小松島市金磯町８－１０６,,,,,0,,0,*,,,,,0,,,,,31,当月,31,一律条件,\0,,,,,,,あり,明細,,四捨五入,四捨五入,印字する,,,発行:郵送,通常,納品書,,,,,,,,,JIS,通常,0,,,,,,,,,,,,,,,,,,,,,,,,31,当月,31,,,,,0,,明細,四捨五入,四捨五入,自動送信しない,,,0,,,0,0,,33.993046,134.604736,05/01/01
